000	00000000000000000004
001	00000000000000000008
002	00000000000000004113
003	00000000000025169936
004	00000052776585412635
005	00000057174648719367
006	09223482039571869716
007	09331471677901559830
008	09340533895746033672
009	14078399799840753678
010	13862213868741738511
011	13920876211302064158
012	07192269643884005384
013	07210319309485924374
014	11923615966905005069
015	12882821147111761925
016	03664164868962283539
017	13419801990419345942
018	02388379870979856385
019	02694723568609243148
020	12217852851930216730
021	08003718388183971885
022	12684141706542447133
023	06021508133696204467
024	00585906989216877609
025	08985306576978759727
026	13408239874694763620
027	02173198149214262320
028	10911792679279613070
029	03518323473107153337
030	08233102619522568725
031	12326023321221430324
032	10246113595809138215
033	09798970523952595082
034	05707081058991386667
035	02687870219037295082
036	15014280256406741695
037	13874218116942015388
038	00023916022430745953
039	08815483260012745151
040	02375035484824118750
041	16630562626368984733
042	15804906064379410219
043	12083708868192437171
044	08555223153488046938
045	09194972875165998862
046	08752209552488829508
047	10794536116621748004
048	04604585124897876637
049	03265862676594442141
050	09792610123959046863
051	15335967090877016750
052	00939575883692568790
053	12831994283422393637
054	15405787519528760509
055	10047998705598680480
056	11928009037179127558
057	08581131121640798098
058	07051348647220408818
059	01610845910565737043
060	06005431507810793249
061	14070319389147529839
062	07320733283368337623
063	09915358128406705178
064	01651600114841987432
065	04248838076640765630
066	11944775281944469083
067	15413358039353827878
068	11769256493416533624
069	12664167759483068088
070	11926309378185581156
071	11898570764604911892
072	11945680387562330156
073	05811129034782128462
074	04949790296385387584
075	01578489585636571815
076	03128916008259176193
077	00679989586759180457
078	13974408952345022601
079	05918190536872255779
080	02430793372060913742
081	12066011039703718786
082	05255430543078074036
083	13292498175857506031
084	01378730366334723349
085	04087632576976260398
086	05470102301030832970
087	10591998523374443119
088	08238970956237633376
089	01094261109202152610
090	12832080614415802496
091	15875378659219951204
092	07031929377420364885
093	05259530979467874612
094	02606849337924479866
095	14843117986786507564
096	09651022088372017452
097	07269402739875153120
098	11387160151357031980
099	15570392537348484319
100	04651730140285264277
101	02346780926487471789
102	05732283951328848483
103	01179675434210281434
104	08540400984894099255
105	14283845928127529380
106	02342685582714479755
107	02682863695825088949
