000	2654435771
001	0327208753
002	4063491769
003	4259754937
004	0261922412
005	0168123673
006	0552743735
007	1672597395
008	1031040050
009	2755315674
010	4100739962
011	1398474666
012	3920776254
013	2093849111
014	3680776800
015	3953303689
016	2500977101
017	1717838804
018	1233794369
019	4168592162
020	0109774770
021	2458648278
022	1180839487
023	2425388250
024	4095334618
025	3611183421
026	3772408405
027	1614994793
028	0431424810
029	1893818493
030	0073308141
031	1873404580
032	3527433525
033	2713897692
034	0581366161
035	4114599384
036	1006199138
037	4110151110
038	0302807197
039	3032157002
040	2301508034
041	2263425764
042	2334201275
043	0894467961
044	2979064301
045	1173465284
046	0593895183
047	0422045869
048	0108266647
049	2487360737
050	1396082771
051	1893473619
052	1644278406
053	3959377494
054	0188005705
055	1875658563
056	1494480600
057	1971682159
058	2281134698
059	2850025088
060	3239118953
061	3722795914
062	2416947991
063	0505659092
064	1557816878
065	2916167201
066	0374790052
067	3122437722
068	0160681784
069	2963451415
070	1897714515
071	1763400551
072	1859835474
073	1906577512
074	2152476557
075	1708180485
076	2608704083
077	4062182184
078	1225334706
079	1021810051
080	0468776325
081	0392201575
082	2788600798
083	1973728452
084	1818434222
085	0514191156
086	0684415975
087	3859725689
088	0253806139
089	4249767064
090	1987871343
091	0818515760
092	0960695471
093	3665174994
094	0015539469
095	2724700453
096	0652651578
097	3793194670
098	3886371803
099	4208703987
100	2821782896
101	0549644180
102	1468484722
103	2855201362
104	2897789476
105	4095683115
106	0941729408
107	1683489466
108	0489800117
109	2197069380
110	3693547481
111	0824942192
112	3767647077
113	3991734738
114	4211800688
115	3966258124
116	1865597436
117	0490598334
118	2153775148
119	2928517637
120	1194883368
121	1757501138
122	3626893163
123	2379928666
124	0095573364
125	3649510849
126	1077693274
127	1001277426
128	4149285867
129	3844620451
130	3222079429
131	2902935166
132	2977210265
133	0425816319
134	3730319079
135	2191781399
136	4013051657
137	2976585953
138	0090104792
139	0809433146
140	4193762543
141	1216338504
142	3652733323
143	2387805433
144	3501705766
145	1947375041
146	4104135652
147	2525723455
148	2112198272
149	1067345216
150	0879742312
151	4048428779
152	1890875014
153	3272766436
154	2650979018
155	0180762392
156	3220219808
157	1333212744
158	0517867329
159	2610926904
160	0749657624
161	2728324356
162	2124231552
163	0959138638
164	2075125067
165	0278606546
166	1554335222
167	4178953633
168	3955140471
169	2781887792
170	1677140332
171	3136084745
172	2384728057
173	1417648780
174	2748238915
175	4211976610
176	3323389545
177	1552087250
178	3342035145
179	1195116630
180	2693503917
181	2331403039
182	3285697256
183	1609541724
184	1887692707
185	0312792141
186	3197658309
187	1727250318
188	2067038185
189	2165874242
190	1755241129
191	1512818702
192	0836017617
193	0061236402
194	0090206797
195	2116368499
196	3980071261
197	0497341127
198	1294634682
199	0988234625
200	2684538481
201	1542979375
202	4028381714
203	1692088414
204	3846377483
205	0918029250
206	3638606833
207	3294223871
208	2051332467
209	2831669429
210	2900712472
211	0784981772
212	1671756242
213	0804408958
214	3930193787
215	0051366043
216	2478003909
217	1865071828
218	0584477226
219	0546855807
220	2383388171
221	1648377408
222	2949818239
223	2108133292
224	3175018476
225	3242598957
226	1573582439
227	2882659307
228	2517074003
229	1611887843
230	3985364517
231	3803165980
232	0707998240
233	1168803650
234	0072764709
235	0207944816
236	1092425368
237	3976572074
238	3109816933
239	0113552037
240	3541775219
241	4286450578
242	2604324391
243	0164043171
244	3626787303
245	1590260768
246	2822838556
247	3577339837
248	0627758281
249	2754251571
250	3717886044
251	2606814548
252	2213371014
253	4105577437
254	4119766668
255	3099149502
256	1427747779
257	2453662192
258	3484486815
259	2296815470
260	2764063562
261	3960653216
262	1698693031
263	2081589120
264	0186665872
265	2015397279
266	0279605978
267	0725037808
268	3870133935
269	1549374801
270	3392581941
271	2585288058
272	4131859663
273	0163055184
274	3443890249
275	2128074968
276	2337753083
277	3009923533
278	3344023678
279	1487949298
280	3021862036
281	3879073931
282	0247362004
283	1936002395
284	0441697871
285	3985207600
286	2392690475
287	3392078050
288	3087135263
289	3592665960
290	1280224660
291	2599761932
292	3748831572
293	3637564285
294	3526421329
295	3556922614
296	0976904749
297	2702283372
298	0009123641
299	0731759498
300	1136890636
301	2588306020
302	3371740754
303	2236839049
304	0321238809
305	2191865282
306	2979547720
307	1317545993
308	1735227649
309	0386025553
310	2712271479
311	3442070522
312	2857540585
313	3489767058
314	3369526906
315	4108781287
316	1479970811
317	1034200111
318	1069965426
319	1213503105
320	1410750075
321	1388668099
322	1880053590
323	0687441741
324	3816104552
325	2661951845
326	2393127844
327	3373620065
328	3725601943
329	3196679137
330	4194526106
331	3571907656
332	2730756725
333	4236858195
334	2680482215
335	4148978279
336	3926932522
337	0059360196
338	0152932314
339	1582744875
340	2381810058
341	2836857853
342	3342470031
343	2624937056
344	2776527125
345	1804635881
346	3706014133
347	1508931979
348	3603445153
349	2463274415
350	2782580809
351	1723763192
352	1155770612
353	2864447780
354	3118478674
355	2042892265
356	3725685695
357	2856687634
358	1290687419
359	0557885147
360	3956787258
361	1253967841
362	2274076808
363	1239160227
364	4059712507
365	0961554452
366	1937765062
367	3441377794
368	4113239748
369	2696883977
370	1003939482
371	0717087709
372	2378353097
373	1367264505
374	0779823842
375	3786561109
376	2849063239
377	2272192251
378	3179844205
379	1081685157
380	3027978213
381	3539639521
382	1648398626
383	3813588032
384	2924704003
385	1249259093
386	1797429542
387	1162635546
388	1030062316
389	3111549087
390	1817208933
391	3335910196
392	3068890863
393	2634874054
394	1324701561
395	0329625726
396	0933116396
397	3580496718
398	2160220483
399	0735822900
400	4222663429
401	0542405276
402	3484705371
403	0401921129
404	0407924765
405	1100712625
406	0753982931
407	1754236219
408	3673917076
409	1771045561
410	1900413744
411	3215020670
412	2107531011
413	0405352338
414	1133253998
415	0887842329
416	3599137785
417	0813124968
